hand	heroPosition	heroHole	board	winningsChips	winningsBb	decisions	villainObservations	action
5819	BigBlind	Jd5s	Ts8s7dAs2d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5820	Button	AcJh		100	1.000	1	1	b300f
5821	BigBlind	Ad2s	AhQc9s	300	3.000	2	3	b200b300c/b450f
5822	Button	8c3h	Ks4h2sAd	750	7.500	3	5	b250c/b250b500c/kb750f
5823	BigBlind	Jc9d	KhThTdTc6h	-20000	-200.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800c
5824	Button	9sQs	Js7d7c	300	3.000	2	3	b300c/kb300f
5825	BigBlind	4d2h		-3300	-33.000	3	3	b200b300b1800b3300b20000f
5826	Button	KhAh	QcTs6d5d5h	1500	15.000	4	7	b300c/kb450c/kb750c/kb1500f
5827	BigBlind	Qc3d		200	2.000	1	2	b200b300f
5828	Button	4d3s		100	1.000	1	1	b250f
5829	BigBlind	JcKs	Kh6d5cQs3h	-20000	-200.000	4	4	b200b450c/b700b2550b5650b19550c//
5830	Button	3cQc		100	1.000	1	1	b300f
5831	BigBlind	9dQd		50	0.500	0	1	f
5832	Button	5c8c	Kd9c4d	250	2.500	2	3	b250c/kb250f
5833	BigBlind	Ad2h	Td5c4c	1800	18.000	3	4	b200b300c/b300b1500b2700f
5834	Button	8cQs	Kh5s4d	300	3.000	2	3	b300c/kb300f
5835	BigBlind	2d5h	Qh9c8h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
5836	Button	Qd2s	9c7c2c	250	2.500	2	3	b250c/kb250f
5837	BigBlind	AcQd	8h6s5d4h2h	5400	54.000	5	6	b200b450c/b450b1350b2250c/b2700c/b5400f
5838	Button	TcAd		100	1.000	1	1	b300f
5839	BigBlind	Qc8d		200	2.000	1	2	b200b300f
5840	Button	JcQh	Kc4h3d	300	3.000	2	3	b300c/kb300f
5841	BigBlind	8dTd	9c6c4h7c	3000	30.000	4	5	b200b300c/b300b1500b2700c/b4500f
5842	Button	3cQc	9h9c6c	300	3.000	2	3	b300c/kb450f
5843	BigBlind	9cAh		50	0.500	0	1	f
5844	Button	2c7h	Qh5h4d5c	500	5.000	3	5	b250c/kb250c/kb500f
5845	BigBlind	Td9h	KcQh7s	300	3.000	2	3	b200b300c/b300f
5846	Button	AcKs	5c2h2d7dTh	2650	26.500	4	7	b300c/kb450c/b450b1900c/kb2650f
5847	BigBlind	2c5h	Ts7c3s	300	3.000	2	3	b200b300c/b300f
5848	Button	5h5s	Kd9c4c	1800	18.000	3	4	b300b900b1800c/kb2700f
5849	BigBlind	5h6h	Qh9h2c8c	600	6.000	3	4	b200b300c/b300c/b600f
5850	Button	Qd7s	Ah9c7dAc	750	7.500	3	5	b300c/kb450c/kb1150f
5851	BigBlind	8c9c	Jd5h4hKc7h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5852	Button	3d5d	7d6h5s	250	2.500	2	3	b250c/kb400f
5853	BigBlind	TcJh	Th6c4d9s6d	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
5854	Button	7cTs		100	1.000	1	1	b250f
5855	BigBlind	Kd2h		200	2.000	1	2	b200b300f
5856	Button	5dKh	Ac8d4h	300	3.000	2	3	b300c/kb300f
5857	BigBlind	4dQs	6s5s3d5dAd	-20000	-200.000	5	5	b200b300c/b300b1500b2700c/b3000b17000c/
5858	Button	7c9d		100	1.000	1	1	b250f
5859	BigBlind	6dKh	Ah6s4h	300	3.000	2	3	b200b300c/b450f
5860	Button	Jh7s	Qs8s2d4c5d	6000	60.000	5	8	b250b750b1250c/b250b500c/b1250b2500c/b1750b3500f
5861	BigBlind	8dKd	7s5d2s	300	3.000	2	3	b200b300c/b300f
5862	Button	6hJs	KhTc3s	250	2.500	2	3	b250c/kb250f
5863	BigBlind	TcAs	AcKdTs4sTh	20000	200.000	4	4	b200b450b1800b3500c/b5250b16500c//
5864	Button	QcQd	Tc8s2d	300	3.000	2	3	b300c/kb450f
5865	BigBlind	Qd2h	8d3s2d	300	3.000	2	3	b200b300c/b450f
5866	Button	8sJs		100	1.000	1	1	b300f
5867	BigBlind	6c3d	Js9h7h	300	3.000	2	3	b200b300c/b300f
5868	Button	3cQs	Qh8h2hQc	650	6.500	3	5	b250c/kb400c/kb1000f
5869	BigBlind	9dQs	Ks8c2d7d9h	-20000	-200.000	5	6	b200b300c/b300b2400b4500c/b4800c/b10400c
5870	Button	7h3s	Js7d4d	250	2.500	2	3	b250c/kb400f
5871	BigBlind	5cAc	Kc7h6c	450	4.500	2	3	b200b450c/b700f
5872	Button	7h8s	Jd9h5s3d	500	5.000	3	5	b250c/kb250c/kb500f
5873	BigBlind	4d7d	Jc8h2d5c4s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5874	Button	TcAh	9d7h2s	2700	27.000	3	4	b300b900b1800c/b900b4300f
5875	BigBlind	JdAh		50	0.500	0	1	f
5876	Button	TcJs	Qc5d2h	300	3.000	2	3	b300c/kb300f
5877	BigBlind	6c9c	Kd9h2c	300	3.000	2	3	b200b300c/b450f
5878	Button	7dAd		100	1.000	1	1	b300f
5879	BigBlind	TcTh		200	2.000	1	2	b200b450f
5880	Button	Qc9h	Qs5s3hTd	750	7.500	3	5	b300c/kb450c/kb1150f
5881	BigBlind	2dAd		1800	18.000	2	3	b200b300b1800b3300f
5882	Button	8hAs	AhQd9c	300	3.000	2	3	b300c/kb450f
5883	BigBlind	2d4d	Qh9c8d	300	3.000	2	3	b200b300c/b300f
5884	Button	JcKd	KsTsTd3cAs	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
5885	BigBlind	7c9c		200	2.000	1	2	b200b300f
5886	Button	8hKh	JhJd8c	300	3.000	2	3	b300c/kb450f
5887	BigBlind	KhJs		200	2.000	1	2	b200b450f
5888	Button	2h2s	7h7c4c	300	3.000	2	3	b300c/kb300f
5889	BigBlind	4dQd		50	0.500	0	1	f
5890	Button	QcAd		100	1.000	1	1	b300f
5891	BigBlind	5c9h	Ah5d4hTsJs	5300	53.000	5	6	b200b300c/b450b900b2350c/b2650c/b5300f
5892	Button	8sQs	6s4d2s6d	10800	108.000	4	6	b300b900b1800c/b100b2900c/b6100b12200f
5893	BigBlind	Qd7s	KcJd2d5d5c	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
5894	Button	6dAd		100	1.000	1	1	b300f
5895	BigBlind	8cTc	Ad6d2d7c9h	1200	12.000	4	5	b200b300c/b300c/b600c/b1800f
5896	Button	8sKs	Ac7d3s	300	3.000	2	3	b300c/kb450f
5897	BigBlind	Kc9h	8c6c4d	300	3.000	2	3	b200b300c/b300f
5898	Button	2h7s	9d6d3dTd2d	-3000	-30.000	4	7	b250c/kb250c/kb500c/b1000b2000c
5899	BigBlind	9hQh	AsQd9c6d8d	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
5900	Button	4d7h	Js7d5s4c	4500	45.000	4	6	b250c/kb400c/kb1000b3850b8450f
5901	BigBlind	JdQd	KcQhTdJc8h	-4600	-46.000	5	5	b200b450c/b700c/b1150c/b2300b17700f
5902	Button	9cAd	Qd8c5cKs	750	7.500	3	5	b300c/kb450c/kb750f
5903	BigBlind	3c8s	Ah6c5d8dQd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5904	Button	Td2h	Qh9c4c	250	2.500	2	3	b250c/kb250f
5905	BigBlind	9dKh	KdJs2d	300	3.000	2	3	b200b300c/b450f
5906	Button	9hQs		100	1.000	1	1	b300f
5907	BigBlind	9d6h	Qc6s5s	300	3.000	2	3	b200b300c/b450f
5908	Button	7c8h	AdTh2d6h	4500	45.000	4	6	b250b750b1250c/kb1250c/b2000b4000f
5909	BigBlind	QhJs		50	0.500	0	1	f
5910	Button	3cQs	AsKs6h	250	2.500	2	3	b250c/kb250f
5911	BigBlind	8cQh	AsQsQc	300	3.000	2	3	b200b300c/b450f
5912	Button	5s8s		750	7.500	2	2	b250b750b1250f
5913	BigBlind	4h9s	KcQs4c7s	600	6.000	3	4	b200b300c/b300c/b600f
5914	Button	Ad7s	KdQs3h	300	3.000	2	3	b300c/kb300f
5915	BigBlind	3cQc		200	2.000	1	2	b200b300f
5916	Button	3d8s	Jc8d8c7h	1500	15.000	3	5	b250c/kb400c/b850b2450f
5917	BigBlind	6c3s	9d7h5h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
5918	Button	7d6h	JsJd8sKc2h	-7000	-70.000	5	8	b250b750b1250c/b250b500c/kb1750c/kb3500c
5919	BigBlind	3s9s		200	2.000	1	2	b200b300f
5920	Button	Jd3h	8s5h5c7dQd	-8500	-85.000	5	8	b250b750b1250c/b250b500c/b1250b2500c/kb4250c
5921	BigBlind	QhTs	9d7s6h	300	3.000	2	3	b200b300c/b300f
5922	Button	Qh8s	Qc4d4c	300	3.000	2	3	b300c/kb450f
5923	BigBlind	AdTs	Kc8c5h	450	4.500	2	3	b200b450c/b450f
5924	Button	4h4s	9d3d3c	300	3.000	2	3	b300c/kb450f
5925	BigBlind	JcKd		200	2.000	1	2	b200b450f
5926	Button	5c8d		100	1.000	1	1	b250f
5927	BigBlind	7d7h	AdKh2d	450	4.500	2	3	b200b450c/b450f
5928	Button	6c5h	Jh8h3h9cQd	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
5929	BigBlind	2dKh		200	2.000	1	2	b200b300f
5930	Button	Td2h	QhQc7sQd	1500	15.000	4	6	b250c/kb250b750b1250c/kb1500f
5931	BigBlind	QhJs	Ts6s3h4c2s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
5932	Button	Jh7s	Qd5h4h4c8d	6500	65.000	5	8	b250b750b1250c/kb1250c/b2000b4000c/kb6500f
5933	BigBlind	2d3h		200	2.000	1	2	b200b300f
5934	Button	8d9h	7s6h6c	250	2.500	2	3	b250c/kb250f
5935	BigBlind	4c3h		50	0.500	0	1	f
5936	Button	8d4h	Ah8s2sTd	650	6.500	3	5	b250c/kb400c/kb1000f
5937	BigBlind	9cTs	KdQc4s3sQh	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5938	Button	8cKs		100	1.000	1	1	b300f
5939	BigBlind	3c7d	AdKcQc	300	3.000	2	3	b200b300c/b300f
5940	Button	8dKs		100	1.000	1	1	b300f
5941	BigBlind	2dTd	KdJc6h	300	3.000	2	3	b200b300c/b300f
5942	Button	4cTd		100	1.000	1	1	b250f
5943	BigBlind	8cAc	Ts8s5h9sAs	-20000	-200.000	5	6	b200b450c/b700c/b1150b6050b10950c/b7900c
5944	Button	6c2s	7d3h2h	250	2.500	2	3	b250c/kb400f
5945	BigBlind	Td6s	7d6d5s2h9s	10900	109.000	5	6	b200b300c/b450c/b1150b4650b10150c/b9100f
5946	Button	Jc4h	9s9d5c2h2s	11000	110.000	5	8	b250b750b1250c/kb1250c/b4250b8500c/kb9000f
5947	BigBlind	Jh3s	9s8h4h7sQc	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5948	Button	9cQd		100	1.000	1	1	b300f
5949	BigBlind	AdQs		200	2.000	1	2	b200b450f
5950	Button	Tc7s	QcJs9d	250	2.500	2	3	b250c/kb250f
5951	BigBlind	6h9h	9c4h2hAc	750	7.500	3	4	b200b300c/b450c/b1150f
5952	Button	3c9h	Jc6d3h8c	650	6.500	3	5	b250c/kb400c/kb1000f
5953	BigBlind	4cAs		50	0.500	0	1	f
5954	Button	2c3c		100	1.000	1	1	b250f
5955	BigBlind	7sTs	KhJd7d	300	3.000	2	3	b200b300c/b450f
5956	Button	2s5s		100	1.000	1	1	b250f
5957	BigBlind	Qc6h	6d3h2d	300	3.000	2	3	b200b300c/b450f
5958	Button	7sAs		100	1.000	1	1	b300f
5959	BigBlind	8d4h	Jd6s4s	300	3.000	2	3	b200b300c/b450f
5960	Button	Ac4h	AsAdQc	300	3.000	2	3	b300c/kb450f
5961	BigBlind	8sKs		200	2.000	1	2	b200b300f
5962	Button	9d9h		100	1.000	1	1	b300f
5963	BigBlind	Kd8s		200	2.000	1	2	b200b300f
5964	Button	Kc7h		100	1.000	1	1	b300f
5965	BigBlind	6c5s		200	2.000	1	2	b200b300f
5966	Button	Tc7s	Jd8s2dQs	1000	10.000	3	5	b250c/kb250c/b500b1000f
5967	BigBlind	2d7s	JsTh6d7h	600	6.000	3	4	b200b300c/b300c/b600f
5968	Button	4dKh		100	1.000	1	1	b300f
5969	BigBlind	8c2s	7s7c2c6hAd	-3800	-38.000	4	5	b200b300c/b450c/b1150c/b1900c
5970	Button	2sTs	6s5s4cQs	3100	31.000	4	6	b250c/kb400b1250b2850c/kb4650f
5971	BigBlind	9c2d	Qc9s2hKdAh	20000	200.000	4	5	b200b300b1800b3300c/b4950c/b11750c/
5972	Button	3h9h	AdKhQd4dQs	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
5973	BigBlind	Kc9d	Qd4h2h2c5s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5974	Button	8c7s		100	1.000	1	1	b250f
5975	BigBlind	Ad7s		200	2.000	1	2	b200b450f
5976	Button	QcTh		100	1.000	1	1	b300f
5977	BigBlind	5cTs	7h6d5dAhKc	-13200	-132.000	5	6	b200b300c/b450c/b750c/b1500b6600b11700c
5978	Button	6hQh		100	1.000	1	1	b300f
5979	BigBlind	Jh9s		200	2.000	1	2	b200b300f
5980	Button	5h9s	7h2h2d	250	2.500	2	3	b250c/kb250f
5981	BigBlind	Tc9d		50	0.500	0	1	f
5982	Button	2c9s	9c6h5h	250	2.500	2	3	b250c/kb400f
5983	BigBlind	Kc3s	Th8d5s5c4s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
5984	Button	Tc6s	AsAcKh2h9s	-13000	-130.000	5	8	b250b750b1250c/b1000b2000c/kb3250c/kb6500c
5985	BigBlind	8d4s	9c8s8h	300	3.000	2	3	b200b300c/b450f
5986	Button	JsAs		100	1.000	1	1	b300f
5987	BigBlind	5dTd	KsJh4c	300	3.000	2	3	b200b300c/b300f
5988	Button	7c8s		750	7.500	2	2	b250b750b1250f
5989	BigBlind	Jc6h	9c4h2hKcAs	6000	60.000	5	6	b200b300c/b300b1500b2700c/b3000c/b6000f
5990	Button	Ac9s		100	1.000	1	1	b300f
5991	BigBlind	3c5d	8d5c3h7h	750	7.500	3	4	b200b300c/b450c/b1150f
5992	Button	9c4s		100	1.000	1	1	b250f
5993	BigBlind	8c8h		200	2.000	1	2	b200b450f
5994	Button	3sJs	Kh9h2d	1250	12.500	3	4	b250b750b1250c/kb1250f
5995	BigBlind	Ad2h		200	2.000	1	2	b200b300f
5996	Button	2dTh	Ac5d2c	1250	12.500	3	4	b250b750b1250c/kb1900f
5997	BigBlind	7cTc	Th6h5d	300	3.000	2	3	b200b300c/b450f
5998	Button	Qc6s		100	1.000	1	1	b300f
5999	BigBlind	5c2d	Ts9s8d	300	3.000	2	3	b200b300c/b300f
6000	Button	2dTh	Qs8d6cKdKs	-7000	-70.000	5	8	b250b750b1250c/b250b500c/kb1750c/kb3500c
6001	BigBlind	Kc6h	Ac9s5s	300	3.000	2	3	b200b300c/b300f
6002	Button	3d6h	AcKc4cKsKh	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
6003	BigBlind	8c9s	Kd5s3s4s	600	6.000	3	4	b200b300c/b300c/b600f
6004	Button	9hQh	9s8s4h2dQd	4750	47.500	4	7	b300c/kb450c/kb1150c/kb2850c
6005	BigBlind	3hQh		50	0.500	0	1	f
6006	Button	Tc3d	AdKd4s	250	2.500	2	3	b250c/kb250f
6007	BigBlind	2cQh		200	2.000	1	2	b200b300f
6008	Button	6cJs	8c7s3h8h4s	-20000	-200.000	4	5	b250c/kb250b1250b2250b13250b19750c//
6009	BigBlind	KcQs	Ts7c2s3h2c	10800	108.000	5	6	b200b450c/b450b1350b2250c/b2700c/b5400c
6010	Button	4h8s	9d7d2d7s4c	-3750	-37.500	4	7	b250c/kb250c/b500b1000c/kb2250c
6011	BigBlind	Kc3d	Ac6d3s	3300	33.000	3	4	b200b300b1800b3300c/b4950f
6012	Button	Kd6s		100	1.000	1	1	b300f
6013	BigBlind	6d8h	5h4h4c	300	3.000	2	3	b200b300c/b300f
6014	Button	2d8d	8c6d5sQs9c	-3300	-33.000	4	7	b250c/kb400c/kb1000c/kb1650c
6015	BigBlind	2hJh	Kh7c3d5h	600	6.000	3	4	b200b300c/b300c/b600f
6016	Button	TsQs		100	1.000	1	1	b300f
6017	BigBlind	7cKh	7s5c4s5s7h	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
6018	Button	7cAs		900	9.000	2	2	b300b900b1800f
6019	BigBlind	5dTs	KsQd8h	-6600	-66.000	4	4	b200b300b1800b3300c/b3300b16700f
6020	Button	8h7s	Kh9c8d	250	2.500	2	3	b250c/kb400f
6021	BigBlind	Kd4h		200	2.000	1	2	b200b300f
6022	Button	3cTc	Td7h2h	500	5.000	2	3	b250c/b250b800f
6023	BigBlind	3c7c	AdJs4d5s	6600	66.000	4	5	b200b300b1800b3300c/b3300c/b6600f
6024	Button	6dTs	8d6h4s2sQs	20000	200.000	4	5	b250b750b1250b6750b12250c/b1250b7750c//
6025	BigBlind	6cJd	AdTh6d7hAc	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
6026	Button	5hQh		100	1.000	1	1	b300f
6027	BigBlind	4c3d	9h7s4s4d8s	20000	200.000	5	5	b200b300c/b450c/b1150b2850b7000b19250c/
6028	Button	JcAh	9h9c2d	300	3.000	2	3	b300c/kb450f
6029	BigBlind	5c8h	Th4c3s	300	3.000	2	3	b200b300c/b300f
6030	Button	3c8d	Kc9h2dTc	500	5.000	3	5	b250c/kb250c/kb500f
6031	BigBlind	5d7h	Ah5c2sQs7d	-20000	-200.000	5	5	b200b300c/b450c/b750b2850b4950b19250c/
6032	Button	9cKc		900	9.000	2	2	b300b900b1800f
6033	BigBlind	2d4h	QhTc5c	300	3.000	2	3	b200b300c/b300f
6034	Button	Ah6s	KcJc8d	300	3.000	2	3	b300c/kb300f
6035	BigBlind	5c7d	Qs9s8s	300	3.000	2	3	b200b300c/b300f
6036	Button	ThJh	AsKc2dJs4h	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
6037	BigBlind	5h2s	9h9d4hQc	600	6.000	3	4	b200b300c/b300c/b600f
6038	Button	8d8s		100	1.000	1	1	b300f
6039	BigBlind	4d4h		200	2.000	1	2	b200b450f
6040	Button	2cAd	8h6s4cTc	600	6.000	3	5	b300c/kb300c/kb600f
6041	BigBlind	2c6d	Qd9h6c4d	750	7.500	3	4	b200b300c/b450c/b1150f
6042	Button	3d3h	Kc7c6hAh	10800	108.000	5	7	b300b900b1800c/kb1800b3600b5400c/b3600b7200f
6043	BigBlind	JcKc	AcTc5h	450	4.500	2	3	b200b450c/b700f
6044	Button	8hTs	8d8c4d	1250	12.500	3	4	b250b750b1250c/kb1900f
6045	BigBlind	2c7s	Qs4d2sTc	750	7.500	3	4	b200b300c/b450c/b750f
6046	Button	9cQh	7s3c2h7cTh	18600	186.000	5	8	b300c/kb300b1500b2700c/b7800b15600c/kb1400f
6047	BigBlind	QcTs	AsKh8h	300	3.000	2	3	b200b300c/b300f
6048	Button	9hQs	9c5s3h7s	750	7.500	3	5	b300c/kb450c/kb1150f
6049	BigBlind	4d6d	Ts8h7d8s	600	6.000	3	4	b200b300c/b300c/b600f
6050	Button	AcQs	QcJh8c	600	6.000	2	3	b300c/b300b1000f
6051	BigBlind	5c9s		50	0.500	0	1	f
6052	Button	7cJc	9d8s7hAhTs	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
6053	BigBlind	2dQh	KdKcJcTs	600	6.000	3	4	b200b300c/b300c/b600f
6054	Button	2s5s	6c4h2h	250	2.500	2	3	b250c/kb400f
6055	BigBlind	4dJs		200	2.000	1	2	b200b300f
6056	Button	4c8s	Kd5h3hKc3d	-4500	-45.000	4	7	b250c/b250b500c/b750b1500c/kb2250c
6057	BigBlind	Tc7h	QhJs6dAc	600	6.000	3	4	b200b300c/b300c/b600f
6058	Button	Th9s	AdAc2c3s	2000	20.000	4	6	b300b900b1800c/b100b200c/kb2000f
6059	BigBlind	7cKh	KdQd4c	300	3.000	2	3	b200b300c/b450f
6060	Button	2d4d	Tc6d2c	1500	15.000	3	4	b250b750b1250c/b250b2300f
6061	BigBlind	8d7h	Ad6s3s	300	3.000	2	3	b200b300c/b300f
6062	Button	JdKs	Qd8s3c	300	3.000	2	3	b300c/kb300f
6063	BigBlind	2d2s	KcQh5s7dJh	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
6064	Button	2d4d	QsJh3c	1000	10.000	3	4	b250c/kb250b750b1250f
6065	BigBlind	6c3h	JdJc6h	3300	33.000	3	4	b200b300b1800b3300c/b4950f
6066	Button	2c4c		100	1.000	1	1	b250f
6067	BigBlind	4cKs		200	2.000	1	2	b200b300f
6068	Button	QcTh	Td9s3sAh4h	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
6069	BigBlind	5c3d		200	2.000	1	2	b200b300f
6070	Button	9c2h	Js9s7s	1500	15.000	3	4	b250c/kb400b1250b2850f
6071	BigBlind	6dAd	As8d6c	450	4.500	2	3	b200b450c/b700f
6072	Button	9sTs		100	1.000	1	1	b300f
6073	BigBlind	Kc6h	9c6d3s	300	3.000	2	3	b200b300c/b450f
6074	Button	3c9c	Js8d6c7cJd	-20000	-200.000	5	7	b250b750b1250c/b250b500c/kb1750b11750b18250c/
6075	BigBlind	4dKs	Th9d8h7d3s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
6076	Button	6sAs		100	1.000	1	1	b300f
6077	BigBlind	6cJs	Jh4s2d	300	3.000	2	3	b200b300c/b450f
6078	Button	JdQh		100	1.000	1	1	b300f
6079	BigBlind	6d8h		50	0.500	0	1	f
6080	Button	Ad9h		100	1.000	1	1	b300f
6081	BigBlind	5c8h	KdTc8sKsTd	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
6082	Button	TcJc		100	1.000	1	1	b300f
6083	BigBlind	Jd9h	Qd3d2dAc5h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
6084	Button	9cAh		100	1.000	1	1	b300f
6085	BigBlind	2c9h	Js8s6sKh	600	6.000	3	4	b200b300c/b300c/b600f
6086	Button	Ah6s		100	1.000	1	1	b300f
6087	BigBlind	TcAh	KsJc5c6s4h	2300	23.000	4	5	b200b450c/b700c/b1150c/b2300f
6088	Button	3cKd		100	1.000	1	1	b300f
6089	BigBlind	6c7d	Kh8c6h	300	3.000	2	3	b200b300c/b450f
6090	Button	2c5d	Qh9h5sKd	1050	10.500	3	5	b250c/b250b800c/kb1050f
6091	BigBlind	KcQd		200	2.000	1	2	b200b450f
6092	Button	4hJh	Qd6d3s	1250	12.500	3	4	b250b750b1250c/kb1250f
6093	BigBlind	8d4h	9d8s5h	300	3.000	2	3	b200b300c/b450f
6094	Button	Tc5h	Jd6c3c	250	2.500	2	3	b250c/kb250f
6095	BigBlind	2cTd	KhQc5cAs	600	6.000	3	4	b200b300c/b300c/b600f
6096	Button	Ad4h		100	1.000	1	1	b300f
6097	BigBlind	QcKd		200	2.000	1	2	b200b450f
6098	Button	TcKc	AhKh3h	300	3.000	2	3	b300c/kb450f
6099	BigBlind	8cTd		200	2.000	1	2	b200b300f
6100	Button	Qd2h	Js9d8dTc	500	5.000	3	5	b250c/kb250c/kb750f
6101	BigBlind	6d2s		50	0.500	0	1	f
6102	Button	2c5c	JhTd8d5h	500	5.000	3	5	b250c/kb250c/kb500f
6103	BigBlind	Kc8s	7c6s3c	300	3.000	2	3	b200b300c/b300f
6104	Button	4h9s	Ac8s7c	250	2.500	2	3	b250c/kb250f
6105	BigBlind	5c9d	Tc6c4d	300	3.000	2	3	b200b300c/b300f
6106	Button	Jc7s	Qc8h6d	1500	15.000	3	4	b250c/kb250b1250b2250f
6107	BigBlind	3cJs	Jc7s6s3hKd	-20000	-200.000	5	6	b200b300c/b450b1500b3400c/b5550c/b10750c
6108	Button	8cJh	KdQc4d	300	3.000	2	3	b300c/kb300f
6109	BigBlind	4dKs	AhJh5d	300	3.000	2	3	b200b300c/b300f
6110	Button	Ad8s	AhJcTsKs	750	7.500	3	5	b300c/kb450c/kb1150f
6111	BigBlind	5c3s	AsJs6h6c9d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
6112	Button	9dJh		100	1.000	1	1	b300f
6113	BigBlind	Th7s		200	2.000	1	2	b200b300f
6114	Button	9hKh	KsTc8c	300	3.000	2	3	b300c/kb450f
6115	BigBlind	Tc6s	AhJhJc2h	600	6.000	3	4	b200b300c/b300c/b600f
6116	Button	AcKh	5s5h3dJs5c	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
6117	BigBlind	Th3s	Ts2h2c	1800	18.000	3	4	b200b300c/b450b1500b3400f
6118	Button	2c8c	Th9c2d	250	2.500	2	3	b250c/kb400f
6119	BigBlind	9c2d	KsKd6h	300	3.000	2	3	b200b300c/b300f
6120	Button	Jh6s	8h6c5c	250	2.500	2	3	b250c/kb400f
6121	BigBlind	4d3h	Ts8s4h8dAd	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
6122	Button	7c8h	Ad6s4s8d2d	-3150	-31.500	4	7	b250c/kb250c/kb750c/kb1900c
6123	BigBlind	TsQs		200	2.000	1	2	b200b450f
6124	Button	6c5s	Qd9c2s7s4c	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
6125	BigBlind	Kc5h	8d5c2d	300	3.000	2	3	b200b300c/b450f
6126	Button	6h5s	Js4c2hAc3h	20000	200.000	4	3	b250b750b1250b6750b12250b20000c///
6127	BigBlind	2h3s		200	2.000	1	2	b200b300f
6128	Button	3dKs	Jh8h3h	300	3.000	2	3	b300c/kb450f
6129	BigBlind	3d2h		200	2.000	1	2	b200b300f
6130	Button	8dKs		100	1.000	1	1	b300f
6131	BigBlind	5cAd	As5d2s9d6c	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
6132	Button	8h5s	Jd4s2h3h5c	6000	60.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000f
6133	BigBlind	Tc7h	Ks5c3s	300	3.000	2	3	b200b300c/b300f
6134	Button	8cAh		100	1.000	1	1	b300f
6135	BigBlind	5dTh	QhJd8c	300	3.000	2	3	b200b300c/b300f
6136	Button	4d8d	AhAc6hKh7c	-15000	-150.000	5	8	b250c/kb250b750b1250c/kb1500c/b6000b12000c
6137	BigBlind	8h9h	As8s2h	300	3.000	2	3	b200b300c/b450f
6138	Button	TdKh	Jh9c6s	300	3.000	2	3	b300c/kb450f
6139	BigBlind	5c3h	Qs7d5h4h8h	1900	19.000	4	5	b200b300c/b450c/b1150c/b1900f
6140	Button	TdQs		100	1.000	1	1	b300f
6141	BigBlind	7d7h		200	2.000	1	2	b200b450f
6142	Button	4d2s	Qs7d3hJs	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
6143	BigBlind	8hTh		200	2.000	1	2	b200b300f
6144	Button	7sKs		100	1.000	1	1	b300f
6145	BigBlind	7h8s		200	2.000	1	2	b200b300f
6146	Button	6d6h	Ac8h3sTsTd	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
6147	BigBlind	8hAh		50	0.500	0	1	f
6148	Button	TcJc		100	1.000	1	1	b300f
6149	BigBlind	8hKh	AhAcKc	300	3.000	2	3	b200b300c/b450f
6150	Button	Jc9d	QhTd3hJh2d	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
6151	BigBlind	TcAh		200	2.000	1	2	b200b450f
6152	Button	Ah5s	Qh2h2cKdKs	-20000	-200.000	5	8	b300c/kb450c/kb1150c/kb2850b8900b18100c
